Source_ID	Strain	Supergroup	Phylum	Class	Order	Family	Genus	Species	Notes
MMETSP0009	CCMP 410	Stramenopile	Ochrophyta	Bacillariophyceae	Straitellales	Striatellaceae	Gammatophora	Grammatophora oceanica	World Register of Marine Species
MMETSP0800	CCMP2910	Stramenopile	Ochrophyta	Bacillariophyceae	Straitellales	Striatellaceae	Striatella	Striatella unipunctata	World Register of Marine Species
MMETSP1443	CCMP2396	Stramenopile	Ochrophyta	Bacillariophyceae	Surirellales	Entomoneidaceae	Entomoneis	Entomoneis sp.	World Register of Marine Species
MMETSP0786	CCMP 1798	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassionema	Thalassionema frauenfeldii	World Register of Marine Species
MMETSP0156	L26-B	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassionema	Thalassionema nitzschioides	World Register of Marine Species
MMETSP0158	L26-B	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassionema	Thalassionema nitzschioides	World Register of Marine Species
MMETSP0693	Uncertain	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassionema	Thalassionema nitzschioides	World Register of Marine Species
MMETSP0152	L6-D1	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassiothrix	Thalassiothrix antarctica	World Register of Marine Species
MMETSP0154	L6-D1	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassiothrix	Thalassiothrix antarctica	World Register of Marine Species
MMETSP0316	CCMP127	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora	Amphora coffeaeformis	World Register of Marine Species
MMETSP0317	CCMP127	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora	Amphora coffeaeformis	World Register of Marine Species
MMETSP0318	CCMP127	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora	Amphora coffeaeformis	World Register of Marine Species
MMETSP1057	CCMP 338	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiophysales	Stephanodiscaceae	Cyclotella	Cyclotella meneghiniana	World Register of Marine Species
MMETSP1058	CCMP 353	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Detonula	Detonula confervacea	World Register of Marine Species
MMETSP0013	1716	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema costatum	World Register of Marine Species
MMETSP0562	SkelB	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema dohrnii	World Register of Marine Species
MMETSP0563	SkelB	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema dohrnii	World Register of Marine Species
MMETSP0578	CCMP 1804	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema grethea	World Register of Marine Species
MMETSP0593	CCMP2506	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema japonicum	World Register of Marine Species
MMETSP0319	SM1012Hels-07	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema marinoi	World Register of Marine Species
MMETSP0320	SM1012Den-03	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema marinoi	World Register of Marine Species
MMETSP0918	skelA	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema marinoi	World Register of Marine Species
MMETSP0920	skelA	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema marinoi	World Register of Marine Species
MMETSP1039	FE7	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema marinoi	World Register of Marine Species
MMETSP1040	FE60	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema marinoi	World Register of Marine Species
MMETSP1428	UNC1201	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema marinoi	World Register of Marine Species
MMETSP0603	CCMP793	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema menzelii	World Register of Marine Species
MMETSP0604	CCMP793	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Skeletonema menzelii	World Register of Marine Species
MMETSP0902	CCMP982	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica	World Register of Marine Species
MMETSP0903	CCMP982	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica	World Register of Marine Species
MMETSP0904	CCMP982	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica	World Register of Marine Species
MMETSP0905	CCMP982	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira antarctica	World Register of Marine Species
MMETSP0492	GMp14c1	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira gravida	World Register of Marine Species
MMETSP0493	GMp14c1	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira gravida	World Register of Marine Species
MMETSP0494	GMp14c1	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira gravida	World Register of Marine Species
MMETSP0737	CCMP1093	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira miniscula	World Register of Marine Species
MMETSP0738	CCMP1093	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira miniscula	World Register of Marine Species
MMETSP0739	CCMP1093	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira miniscula	World Register of Marine Species
MMETSP0740	CCMP1093	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira miniscula	World Register of Marine Species
MMETSP0970	CCMP1005	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira oceanica	World Register of Marine Species
MMETSP0971	CCMP1005	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira oceanica	World Register of Marine Species
MMETSP0972	CCMP1005	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira oceanica	World Register of Marine Species
MMETSP0973	CCMP1005	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira oceanica	World Register of Marine Species
AddRef0043	CCMP1335	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira pseudonana	World Register of Marine Species
MMETSP1067	Tpunct2005C2	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira punctigera	World Register of Marine Species
MMETSP0403	CCMP3096	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira rotula	World Register of Marine Species
MMETSP0404	CCMP3096	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira rotula	World Register of Marine Species
MMETSP0910	GSO102	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira rotula	World Register of Marine Species
MMETSP0911	GSO102	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira rotula	World Register of Marine Species
MMETSP0912	GSO102	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira rotula	World Register of Marine Species
MMETSP0913	GSO102	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira rotula	World Register of Marine Species
MMETSP1059	FW	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira sp.	World Register of Marine Species
MMETSP1071	NH16	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira sp.	World Register of Marine Species
MMETSP0878	CCMP1336	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP0879	CCMP1336	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP0880	CCMP1336	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP0881	CCMP1336	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP0898	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP0899	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP0900	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP0901	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1405	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1406	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1407	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1408	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1409	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1410	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1411	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1412	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1413	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1414	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1415	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1416	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1417	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1418	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1419	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1420	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1421	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP1422	CCMP1010	Stramenopile	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira weissflogii	World Register of Marine Species
MMETSP0015	isolate 1302-5	Stramenopile	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Odontella	Odontella aurita	World Register of Marine Species
MMETSP0160	Grunow 1884	Stramenopile	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Odontella	Odontella Sinensis	World Register of Marine Species
MMETSP1175	CCMP147	Stramenopile	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Triceratium	Triceratium dubium	World Register of Marine Species
MMETSP0785	CCMP 1866	Stramenopile	Ochrophyta	Bolidophyceae	Bolidomonadales	Bolidomonadaceae	Bolidomonas	Bolidomonas pacifica	L.Guillou & M.-J.Chrétiennot-Dinet, 1999
MMETSP1319	RCC208	Stramenopile	Ochrophyta	Bolidophyceae	Bolidomonadales	Bolidomonadaceae	Bolidomonas	Bolidomonas pacifica	L.Guillou & M.-J.Chrétiennot-Dinet, 1999
MMETSP1320	RCC2347	Stramenopile	Ochrophyta	Bolidophyceae	Bolidomonadales	Bolidomonadaceae	Bolidomonas	Bolidomonas sp.	L.Guillou & M.-J.Chrétiennot-Dinet, 1999
MMETSP1321	RCC1657	Stramenopile	Ochrophyta	Bolidophyceae	Bolidomonadales	Bolidomonadaceae	Bolidomonas	Bolidomonas sp.	L.Guillou & M.-J.Chrétiennot-Dinet, 1999
MMETSP1095	UTEXLB2642	Stramenopile	Ochrophyta	Chrysophyta	Chromulinales	Incertae sedis	Chromulina	Chromulina nebulosa	Archibald 2018
MMETSP0019	UTEXLB2267	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Incertae sedis	Dinobryon	Dinobryon sp.	Archibald 2018
MMETSP0020	UTEXLB2267	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Incertae sedis	Dinobryon	Dinobryon sp.	Archibald 2018
MMETSP0812	UTEXLB2267	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Incertae sedis	Dinobryon	Dinobryon sp.	Archibald 2018
MMETSP1177	CCMP1899	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Incertae sedis	Ochromonas	Ochromonas sp	Archibald 2018
MMETSP0004	CCMP1393	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Incertae sedis	Ochromonas	Ochromonas sp.	Archibald 2018
MMETSP0005	CCMP1393	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Incertae sedis	Ochromonas	Ochromonas sp.	Archibald 2018
MMETSP1105	BG-1	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Incertae sedis	Ochromonas	Ochromonas sp.	Archibald 2018
MMETSP1098	CCAP 955/1	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Incertae sedis	Spumella	Spumella elongata	Archibald 2018
MMETSP1141	CCMP2298	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Uncertain	Uncertain	Uncertain	Not described
MMETSP1142	CCMP2298	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Uncertain	Uncertain	Uncertain	Not described
MMETSP1143	CCMP2298	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Uncertain	Uncertain	Uncertain	Not described
MMETSP1144	CCMP2298	Stramenopile	Ochrophyta	Chrysophyta	Ochromonadales	Uncertain	Uncertain	Uncertain	Not described
MMETSP1103	Caron Lab Isolate	Stramenopile	Ochrophyta	Chrysophyta	Paraphysomonadida	Incertae sedis	Paraphysomonas	Paraphysomonas bandaiensis	Archibald 2018
MMETSP0103	PA2	Stramenopile	Ochrophyta	Chrysophyta	Paraphysomonadida	Incertae sedis	Paraphysomonas	Paraphysomonas Imperforata	Archibald 2018
MMETSP0104	PA2	Stramenopile	Ochrophyta	Chrysophyta	Paraphysomonadida	Incertae sedis	Paraphysomonas	Paraphysomonas Imperforata	Archibald 2018
MMETSP1107	GFlagA	Stramenopile	Ochrophyta	Chrysophyta	Paraphysomonadida	Incertae sedis	Paraphysomonas	Paraphysomonas vestita	Archibald 2018
AddRef0059	TOSAG23-4	Stramenopile	Ochrophyta	Chrysophyta	Parmales	Incertae sedis	Chrysophyte-H	Chrysophyte H1	Archibald 2018
AddRef0060	TOSAG23-5	Stramenopile	Ochrophyta	Chrysophyta	Parmales	Incertae sedis	Chrysophyte-H	Chrysophyte H2	Archibald 2018
MMETSP1167	CCMP3275	Stramenopile	Ochrophyta	Chrysophyta	Synurales	Incertae sedis	Mallomonas	Mallomonas Sp	Archibald 2018
MMETSP1174	CCMP1381	Stramenopile	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae	Dictyocha	Dictyocha speculum	Ehrenberg, 1839
MMETSP1323	RCC1693	Stramenopile	Ochrophyta	Dictyochophyceae	Florenciellales	Incertae sedis	Florenciella	Florenciella parvula	Eikrem, 2004
MMETSP1344	CCMP2471	Stramenopile	Ochrophyta	Dictyochophyceae	Florenciellales	Incertae sedis	Florenciella	Florenciella parvula	Eikrem, 2004
MMETSP1324	RCC1587	Stramenopile	Ochrophyta	Dictyochophyceae	Florenciellales	Incertae sedis	Florenciella	Florenciella sp.	Eikrem, 2004
MMETSP1325	RCC1007	Stramenopile	Ochrophyta	Dictyochophyceae	Florenciellales	Incertae sedis	Florenciella	Florenciella sp.	Eikrem, 2004
MMETSP1068	CCMP716	Stramenopile	Ochrophyta	Dictyochophyceae	Pedinellales	Pedinellaceae	Pseudopedinella	Pseudopedinella elastica	Skuja, 1948
MMETSP1097	CCMP716	Stramenopile	Ochrophyta	Dictyochophyceae	Pedinellales	Pedinellaceae	Pseudopedinella	Pseudopedinella elastica	Skuja, 1948
MMETSP0101	PT	Stramenopile	Ochrophyta	Dictyochophyceae	Pedinellales	Pedinellaceae	Pteridomonas	Pteridomonas danica	Patterson & Fenchel
MMETSP0102	PT	Stramenopile	Ochrophyta	Dictyochophyceae	Pedinellales	Pedinellaceae	Pteridomonas	Pteridomonas danica	Patterson & Fenchel
MMETSP1163	CCMP2877	Stramenopile	Ochrophyta	Dictyochophyceae	Pinguiochrysidales	Pinguiochrysidaceae	Phaeomonas	Phaeomonas parva	D.Honda & I.Inouye, 2002
MMETSP1160	CCMP2078	Stramenopile	Ochrophyta	Dictyochophyceae	Pinguiochrysidales	Pinguiochrysidaceae	Pinguiococcus	Pinguiococcus pyrenoidosus	Anderson, R.A., Potter, D. & Bailey, J.C., 2002
MMETSP1173	CCMP1243	Stramenopile	Ochrophyta	Dictyochophyceae	Rhizochromulinales	Rhizochromulinaceae	Rhizochromulina	Rhizochromulina marina cf	D.J.Hibberd & Chrétiennot-Dinet, 1979
AddRef0024	B31	Stramenopile	Ochrophyta	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	Nannochloropsis gaditana	Archibald 2018
AddRef0025	CCMP526	Stramenopile	Ochrophyta	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	Nannochloropsis gaditana	Archibald 2018
AddRef0005	CCMP1984	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	Aureococcus anophagefferens	Hargraves & Sieburth, 1988
MMETSP0914	CCMP1850	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	Aureococcus anophagefferens	Hargraves & Sieburth, 1988
MMETSP0915	CCMP1850	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	Aureococcus anophagefferens	Hargraves & Sieburth, 1988
MMETSP0916	CCMP1850	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	Aureococcus anophagefferens	Hargraves & Sieburth, 1988
MMETSP0917	CCMP1850	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	Aureococcus anophagefferens	Hargraves & Sieburth, 1988
MMETSP0882	CCMP1429	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagococcus	Pelagococcus subviridis	R.A.Andersen & G.Saunders, 1993
MMETSP0883	CCMP1429	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagococcus	Pelagococcus subviridis	R.A.Andersen & G.Saunders, 1993
MMETSP0884	CCMP1429	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagococcus	Pelagococcus subviridis	R.A.Andersen & G.Saunders, 1993
MMETSP0885	CCMP1429	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagococcus	Pelagococcus subviridis	R.A.Andersen & G.Saunders, 1993
MMETSP0886	CCMP1756	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonas	Pelagomonas calceolata	R.A.Andersen & G.Saunders, 1993
MMETSP0887	CCMP1756	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonas	Pelagomonas calceolata	R.A.Andersen & G.Saunders, 1993
MMETSP0888	CCMP1756	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonas	Pelagomonas calceolata	R.A.Andersen & G.Saunders, 1993
MMETSP0889	CCMP1756	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonas	Pelagomonas calceolata	R.A.Andersen & G.Saunders, 1993
MMETSP1328	RCC969	Stramenopile	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonas	Pelagomonas calceolata	R.A.Andersen & G.Saunders, 1993
MMETSP1165	CCMP3189	Stramenopile	Ochrophyta	Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Chrysocystis	Chrysocystis fragilis	D.Honda & Chihara, 1995
MMETSP0890	CCMP1510	Stramenopile	Ochrophyta	Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Aureoumbra	Aureoumbra lagunensis	D.A.Stockwell et al., 1997
MMETSP0891	CCMP1510	Stramenopile	Ochrophyta	Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Aureoumbra	Aureoumbra lagunensis	D.A.Stockwell et al., 1997
MMETSP0892	CCMP1510	Stramenopile	Ochrophyta	Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Aureoumbra	Aureoumbra lagunensis	D.A.Stockwell et al., 1997
MMETSP0893	CCMP1510	Stramenopile	Ochrophyta	Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Aureoumbra	Aureoumbra lagunensis	D.A.Stockwell et al., 1997
MMETSP1164	CCMP2950	Stramenopile	Ochrophyta	Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Chrysoreinhardia	Chrysoreinhardia sp	Billard, 2000
MMETSP1166	CCMP3193	Stramenopile	Ochrophyta	Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Chrysoreinhardia	Chrysoreinhardia sp	Billard, 2000
MMETSP1170	CCMP770	Stramenopile	Ochrophyta	Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Sarcinochrysis	Sarcinochrysis sp	Geitler, 1930
MMETSP1329	RCC1024	Stramenopile	Ochrophyta	Pelagophyceae	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP1467	CCMP2135	Stramenopile	Ochrophyta	Pelagophyceae	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP0947	CCMP2191	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Chattonella	Chattonella subsalsa	Archibald 2018
MMETSP0948	CCMP2191	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Chattonella	Chattonella subsalsa	Archibald 2018
MMETSP0949	CCMP2191	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Chattonella	Chattonella subsalsa	Archibald 2018
MMETSP0950	CCMP2191	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Chattonella	Chattonella subsalsa	Archibald 2018
MMETSP1339	CCMP1661	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Fibrocapsa	Fibrocapsa japonica	Archibald 2018
MMETSP0292	CCMP2393	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0294	CCMP2393	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0295	CCMP2393	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0296	CCMP2393	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0409	CCMP3107	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0410	CCMP3107	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0411	CCMP3107	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0414	NB	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0415	NB	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0416	NB	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
